Audio File,Chunk Name,Mean Pitch,Mean Intensity,Speech Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Prolongation,Repetition,Block,No of Words
MP_preprocessed,A10W_chunk27.wav,377.3969543,0.035240585,0.999583333,-244.3845825,98.15542603,25.7986145,16.74981117,-15.93101501,-15.67714405,-9.432374954,-19.29131889,-16.40743828,-1.313707471,-10.19441605,-10.00187016,-5.159498215,0,0,0,4
MP_preprocessed,A10W_chunk28.wav,371.1313935,0.042198166,0.9998125,-344.2344666,87.24865723,3.500189781,13.88106728,-11.38553905,1.104591846,-12.02835846,-13.87246895,-16.1945343,-6.116484642,5.144273758,-1.76440084,-14.16799164,0,0,0,5
MP_preprocessed,A10W_chunk29.wav,391.8073748,0.038224042,0.999541667,-243.0545349,104.7341766,26.59462738,22.59186935,-31.64945221,-6.63584137,-31.57723618,-15.14590263,-9.458536148,-3.964697361,-1.772289038,-2.05190134,-0.204064637,0,0,0,7
MP_preprocessed,A10W_chunk3.wav,270.5916904,0.06688179,0.999416667,-262.1809692,117.3676147,28.59106064,44.36748886,9.288476944,-8.896603584,1.32544446,-15.49431801,-10.66121197,-4.863434315,-7.612837315,-11.21658325,-24.25007629,0,0,0,5
MP_preprocessed,A10W_chunk30.wav,383.1514737,0.035792168,0.999625,-239.924942,115.0472107,20.64056396,38.59934235,-53.40602112,-1.364395976,-18.84807587,1.142635703,-29.21224403,11.0383358,-7.060862541,-6.040044785,-10.58333969,0,0,1,3
MP_preprocessed,A10W_chunk31.wav,376.1274968,0.026577031,0.999104167,-313.5451965,84.07922363,10.12655067,31.38562012,-58.21638489,-27.29073715,-14.42657852,-2.208663225,-23.92807007,7.568652153,-11.9468956,-13.46447563,-20.50256729,0,0,1,4
MP_preprocessed,A10W_chunk32.wav,378.1811299,0.054323878,0.999833333,-249.0912476,122.4345245,16.25311089,18.56225204,-47.05500793,-25.16793251,-9.185466766,1.929559946,-10.57979202,23.09375572,-9.184735298,-7.64218998,-10.77164268,0,0,0,6
MP_preprocessed,A10W_chunk33.wav,271.4053421,0.037153971,0.999104167,-358.1722717,82.10691833,33.48497009,13.97508049,-10.72789955,-17.95789337,-21.09692001,-13.42873764,-12.99698257,2.245187283,0.991031528,-11.27382851,-21.48627472,0,0,0,3
MP_preprocessed,A10W_chunk34.wav,339.7026293,0.033670069,0.9991875,-249.5215454,102.3419342,16.10912895,15.04834747,-17.77181244,-7.60027647,-7.67884016,-5.640054226,-3.527269363,-2.337506533,1.829123855,-7.694169044,-14.87830448,0,0,0,4
MP_preprocessed,A10W_chunk35.wav,299.2024108,0.049713206,0.999270833,-372.8447571,83.00376892,15.67651367,8.871543884,-10.52493477,4.213934422,-11.78653622,-14.10809135,-1.405636311,0.84240973,0.90533632,-4.768072605,-18.32035828,0,0,0,4
MP_preprocessed,A10W_chunk36.wav,249.1251182,0.071500951,0.9995,-98.62082672,130.7874756,-35.02406693,-6.675022125,-15.9065485,-12.13289928,16.59908676,-12.88975525,-5.369659901,17.64115143,-3.403587103,-6.008421898,-20.45853043,0,0,0,3
MP_preprocessed,A10W_chunk37.wav,285.5079692,0.035603236,0.99925,-140.6939697,112.4181213,20.33523178,11.71064568,-13.91862679,-0.165964991,3.4546628,-11.09434891,-1.204286337,-13.15205002,-16.68515015,-0.885796905,-9.977024078,0,0,0,2
MP_preprocessed,A10W_chunk38.wav,237.8084051,0.028672925,0.999020833,-104.2907181,82.86132813,14.07807732,29.04730606,-26.26154518,-2.497659683,-11.14025402,-67.15187836,-12.75331688,13.36105537,-13.52985668,16.73057175,-16.87099838,0,0,0,2
MP_preprocessed,A10W_chunk39.wav,256.4986014,0.048370316,0.999041667,-377.596344,82.97531128,9.890193939,16.28512192,-10.56097221,-6.482236385,-4.473024368,-3.461908817,-14.85344505,-4.704373837,3.208992004,-5.231900692,-10.06177711,0,0,0,3
MP_preprocessed,A10W_chunk4.wav,263.6426767,0.053176844,0.99925,-210.4900513,58.09242249,43.46556854,96.34429932,24.6651535,-30.56681061,-13.21397591,-14.70528984,-11.8942852,-23.23450279,-30.08454895,2.390283823,-19.46466637,0,0,0,7
MP_preprocessed,A10W_chunk40.wav,331.303727,0.019695048,0.998770833,-352.8427429,70.40829468,20.05139923,8.296196938,3.785075665,-7.415251255,-13.00712204,-8.15309906,-12.61759758,-10.75912666,-15.8333149,4.371572495,-16.67327118,0,0,0,3
MP_preprocessed,A10W_chunk41.wav,264.6421007,0.038392255,0.999520833,-269.948761,101.3809357,11.82967758,-8.262961388,-20.21344376,-25.34858322,-44.89750671,-16.15719032,-10.45624161,9.864707947,-8.894575119,-2.398051262,-7.587449551,0,0,0,3
MP_preprocessed,A10W_chunk42.wav,263.1525998,0.045750036,0.9996875,-378.1146851,102.8859711,19.19831085,8.267879486,-6.982136726,8.261268616,-6.735294342,-4.205042839,-17.85035706,-2.918921471,-12.70847893,-18.40722466,-15.01465607,0,0,0,4
MP_preprocessed,A10W_chunk43.wav,299.3679524,0.043662923,0.999354167,-311.8792725,94.87271118,18.73846626,7.652260303,-24.14446259,-14.76756096,-28.21035767,-9.414903641,-23.27897835,-2.413467169,-16.51351929,-6.818531036,-24.14044189,0,0,0,3
MP_preprocessed,A10W_chunk44.wav,288.2953641,0.02626314,0.9993125,-147.7840729,106.6674957,9.838973045,5.016783237,-11.71295834,-22.76856995,-14.75246716,-42.2570076,-32.02642441,-9.76128006,-4.67869091,-1.127285123,-16.2162571,0,0,0,3
MP_preprocessed,A10W_chunk45.wav,266.5486509,0.033798068,0.998958333,-120.8400955,98.91355896,-19.83956909,56.5473938,-9.716835022,-41.68881989,-14.24315453,-29.8312912,-10.08119297,-15.18064213,-22.94146156,-1.726152182,2.666101456,0,0,0,1
MP_preprocessed,A10W_chunk46.wav,255.0965576,0.037952344,0.9986875,-395.6141968,107.5705261,3.128943443,1.954884648,-7.605674267,-10.19041634,-4.529901505,-7.381310463,-10.54562473,-11.90424156,-13.62201023,-15.17129612,-12.28001976,0,0,0,1
MP_preprocessed,A10W_chunk47.wav,252.3858256,0.072212224,0.999770833,-176.8734894,145.0640411,-1.353283644,14.78182697,-23.14223862,-8.390697479,14.06199837,-38.98258209,-15.31324768,12.94501209,8.87556076,23.01139832,-23.17881775,0,0,0,6
MP_preprocessed,A10W_chunk48.wav,357.5884037,0.024302124,0.9993125,-274.0453491,130.3130188,-0.680519462,10.07045937,-19.43015671,-19.79075813,-4.703893185,15.41789722,-14.29080963,-14.15455818,-20.9240818,-9.708557129,-15.16230106,0,0,0,3
MP_preprocessed,A10W_chunk49.wav,337.0860878,0.022480151,0.999020833,-342.3441772,123.1165848,-7.322575092,9.402999878,-20.96111679,-2.376636982,-11.95660782,-17.86364365,3.242609739,11.45862675,-2.364837646,-19.35902214,-22.20604897,0,0,0,2
MP_preprocessed,A10W_chunk5.wav,307.5216466,0.055625244,0.999520833,-165.9584808,139.3705139,1.193092227,42.40557098,-7.507715225,-16.79101372,-0.014032394,-26.05479431,-13.26697826,7.140149593,-11.31408882,-6.846446514,-6.898320675,0,0,0,5
MP_preprocessed,A10W_chunk50.wav,324.5858699,0.042764679,0.9998125,-299.9540405,114.4036865,-1.132331133,12.95791054,-1.375259995,-15.01802063,-3.42534852,0.841000497,-11.52383995,-6.783931732,1.872002006,2.458154202,-14.04611015,0,0,0,5
MP_preprocessed,A10W_chunk51.wav,331.2269283,0.029203837,0.999666667,-336.4623718,127.9694672,13.32291412,17.36656952,-2.899273872,-7.691818237,-8.70200634,-13.03165722,-9.851378441,-1.359759569,-15.28353691,-15.50866795,-8.328318596,0,0,0,3
MP_preprocessed,A10W_chunk52.wav,333.7738046,0.033561401,0.999458333,-220.8187561,92.86466217,-20.15129089,12.97984505,-16.58206177,-20.04676437,-9.694861412,-13.64042473,-7.659137726,4.477907658,2.122948885,-2.836753845,-9.789886475,0,1,0,2
MP_preprocessed,A10W_chunk53.wav,323.376971,0.018063861,0.998916667,-358.6997681,87.2460556,17.09711075,8.661115646,0.900594235,0.168626189,-2.256859064,-5.589359283,-17.17103958,-0.679007292,-13.26823425,-12.21530342,-7.932224274,0,0,0,2
MP_preprocessed,A10W_chunk54.wav,324.2792555,0.027518707,0.999229167,-203.7024384,106.2893066,22.68709183,35.3828392,-7.440666199,-5.245675564,6.591861725,-19.89678001,-2.502495289,3.963564396,-24.5983696,-0.511879385,-9.265514374,0,0,0,3
MP_preprocessed,A10W_chunk55.wav,324.4921221,0.024740328,0.998833333,-215.1396027,67.79507446,27.45394897,-2.303820372,-24.30823898,-31.58146858,-10.43050957,0.669761062,-6.318809509,1.716454268,-10.84596443,-8.405151367,-6.338510513,0,0,0,3
MP_preprocessed,A10W_chunk56.wav,373.1844718,0.021818062,0.999375,-270.0972595,119.0554733,-1.056189537,14.07436657,-38.34828949,-25.19551849,-23.3654213,8.457994461,-20.602705,10.48690033,-7.772280693,7.627678871,-7.21026516,0,1,0,4
MP_preprocessed,A10W_chunk57.wav,276.2345606,0.060629283,0.999458333,-362.0945435,86.28189087,16.35515594,11.32828903,-5.203829288,-13.75952244,-25.66519737,-17.02403641,-12.34665775,-8.601213455,-28.33083725,-20.61180878,-23.94723129,0,0,0,4
MP_preprocessed,A10W_chunk58.wav,260.0610935,0.058737162,0.999520833,-110.3864059,71.50941467,18.2592144,57.11919022,-9.589811325,-29.00537491,-19.72565651,-17.58017349,-8.815279007,-4.381983757,-29.02293968,4.711500645,-11.19012547,0,0,0,7
MP_preprocessed,A10W_chunk59.wav,304.8949924,0.019221911,0.999166667,-366.7102966,124.3913574,27.91045952,9.881158829,-18.62347794,-12.77325439,-26.88503647,-18.45760727,-29.68918228,-5.78455019,-17.49094772,-5.45835495,-6.144470215,0,0,0,3
MP_preprocessed,A10W_chunk6.wav,307.0829097,0.023061719,0.998270833,-144.2550201,98.21175385,17.9511261,60.05648041,-3.590066433,-36.7845726,-9.679494858,-30.13874054,-18.40760803,-4.532877922,-25.9660778,19.97719193,-0.304362893,0,0,1,3
MP_preprocessed,A10W_chunk60.wav,300.0820048,0.014622135,0.998791667,-334.5498047,142.6250153,15.11364937,-7.08824873,-5.817016602,-11.30080986,-17.00901413,-5.660892963,-11.53191853,19.60744476,-16.17002487,-18.26425552,-13.66440296,0,0,0,2
MP_preprocessed,A10W_chunk61.wav,308.9234538,0.019799852,0.999333333,-349.4414978,94.31816101,-6.358601093,-0.859516919,-30.9292202,-10.67231369,-20.05707741,4.554727554,-8.294786453,-9.89405632,-2.974723339,-23.46666336,-25.53816986,0,0,0,1
MP_preprocessed,A10W_chunk62.wav,275.2937599,0.013375731,0.9993125,-312.1269226,84.10838318,14.4812603,6.96868515,-1.589238524,-8.028177261,0.372231007,-10.95054245,-5.16956234,-11.40572548,-3.854326248,-16.48023224,-6.938782692,0,0,0,0
MP_preprocessed,A10W_chunk63.wav,308.4103543,0.021047691,0.9995,-319.9343262,84.34628296,12.87528801,13.32777214,-2.704589128,-0.985428572,-10.45848274,-10.0407753,-22.0208683,-17.46278191,-15.11859322,-16.24957657,-18.67419052,0,0,0,0
MP_preprocessed,A10W_chunk64.wav,265.8220901,0.048548218,0.999520833,-327.8495178,100.2032089,3.02059865,26.09293747,10.52188683,-0.215876699,-4.914859295,5.840941429,0.92708087,-1.09066546,-4.494917393,-11.66349411,-6.334226608,0,0,0,3
MP_preprocessed,A10W_chunk65.wav,362.5276142,0.029953562,0.999666667,-261.4272766,109.7655029,16.11486053,2.703310251,-15.8419857,-5.531651974,-7.822526932,-2.729645014,-16.9968071,-6.481681824,-4.269555569,-4.976408958,-13.83098888,0,0,0,3
MP_preprocessed,A10W_chunk66.wav,361.9360299,0.027629367,0.999645833,-303.9699402,110.4218674,0.007441819,7.263906956,-7.953887463,-12.57966518,-8.407958984,-8.167551994,-7.492303371,0.612076044,-17.78249741,-10.08142853,-15.55202484,0,0,0,3
MP_preprocessed,A10W_chunk67.wav,297.6935054,0.013201703,0.998916667,-243.2425995,93.99674225,23.79229164,6.351849079,-30.34357452,-16.41892242,-30.77070427,-3.283814907,-22.93938255,-3.08797431,-2.914570332,3.949059725,-6.248037338,0,0,0,1
MP_preprocessed,A10W_chunk68.wav,274.1909653,0.011478837,0.998875,-351.0682983,108.7607727,9.006020546,3.29033947,-15.46171761,-3.527027369,-6.095458508,-8.453783035,-12.58533287,-13.53406143,-3.305501938,-13.74713612,-17.15709496,0,0,0,0
MP_preprocessed,A10W_chunk69.wav,276.2169634,0.045812266,0.999041667,-366.2916565,126.813324,9.196302414,-3.542650223,-10.00056362,-14.59553528,-10.44839287,-8.733293533,-15.34392834,-4.779368401,1.270349503,1.106379747,-14.45489693,0,0,0,5
MP_preprocessed,A10W_chunk7.wav,339.4709336,0.024553541,0.999270833,-226.7041473,92.73739624,-20.40985107,-2.18580699,-6.545650482,31.76452446,-3.467078924,-5.594415665,-23.4757309,-10.17195225,-9.341392517,14.01194954,-21.75216293,0,0,0,5
MP_preprocessed,A10W_chunk70.wav,370.1742487,0.025666603,0.9993125,-379.3034058,106.4433899,16.34410477,13.67173576,17.05933762,5.131456375,-12.57402325,-2.962513685,-22.85041428,-17.85779572,-17.67688751,-3.66559267,-13.30936337,0,0,0,5
MP_preprocessed,A10W_chunk71.wav,295.8422186,0.014864446,0.998854167,-321.4691772,112.2747879,20.9690361,-5.69250679,-22.59407425,-27.62334251,-23.9532814,-19.33400345,-11.48328781,-0.107671082,0.163326025,0.830764294,-19.05064011,0,0,0,3
MP_preprocessed,A10W_chunk72.wav,332.5660026,0.034073898,0.999479167,-244.5920715,91.25655365,20.37996292,23.36445236,-35.53286362,-5.017857552,-24.13215446,-14.83433723,-7.895439148,-4.177565575,-10.05156898,-2.197757244,-6.830136299,0,0,0,4
MP_preprocessed,A10W_chunk73.wav,291.9992857,0.051420609,0.999604167,-373.0058899,71.36090088,21.63931656,1.360085368,-8.177365303,-5.118564606,-11.85673618,2.731338978,-3.30506134,0.047563314,-5.571800232,-8.980619431,-8.393986702,0,0,0,5
MP_preprocessed,A10W_chunk74.wav,237.3420541,0.006002776,0.998375,-379.063385,96.03193665,16.80175018,8.796030045,5.212067604,-6.921668053,-8.7722826,-20.43829346,-12.41000271,-18.04517746,-19.69112015,-22.79628372,-22.75577545,0,0,0,0
MP_preprocessed,A10W_chunk75.wav,246.7815195,0.007172427,0.9986875,-341.6662903,110.7371216,-15.69266224,-0.612172842,12.84007072,6.00305748,-22.70149994,-21.61956787,-1.368104339,-7.353805542,-16.99142075,-2.530415058,-5.790034771,0,0,0,0
MP_preprocessed,A10W_chunk76.wav,284.9775288,0.01308839,0.998229167,-387.9434509,89.03041077,10.81144333,6.096438885,-8.809481621,-7.705798626,-6.574720383,-12.80407715,-1.616758585,-5.814545631,-13.29862022,-14.24749374,-9.202264786,0,0,0,1
MP_preprocessed,A10W_chunk77.wav,237.2078315,0.063113642,0.999395833,-255.517746,147.2664185,2.049839973,48.2803421,-0.07190147,-13.75268364,5.949949265,-33.88025284,-26.25944901,-24.34851074,-27.46445847,1.481980801,-12.28675079,0,0,0,6
MP_preprocessed,A10W_chunk78.wav,271.0794702,0.092924632,0.999645833,-321.6630249,90.38573456,20.15386391,5.953990936,-4.124957561,-10.89258766,-13.62714291,-10.56186295,-22.11717224,-7.380939484,-10.20145607,-3.263397932,-7.025013447,0,0,0,7
MP_preprocessed,A10W_chunk79.wav,285.751977,0.07687591,0.999666667,-112.060112,124.4573059,-3.452711582,-9.014186859,-52.35189819,-7.368470192,14.42142677,-15.08054161,-3.243141413,-9.279396057,-18.65789795,11.58710861,-11.70283985,0,0,0,7
MP_preprocessed,A10W_chunk8.wav,367.1929127,0.020482625,0.999395833,-310.5848083,124.9649658,28.07449722,-15.65964794,-22.41905975,-9.894043922,-29.01008797,3.469140291,-6.676042557,14.43078804,-17.57881546,2.2179842,-15.49219704,0,1,1,5
MP_preprocessed,A10W_chunk80.wav,365.1916746,0.041128029,0.999604167,-220.6575165,88.07798004,-39.89592743,4.022035122,-10.73014641,14.69436264,-18.30962372,-0.073870122,-9.856182098,-9.998893738,-15.50498581,5.882857323,-17.10300446,0,0,0,5
MP_preprocessed,A10W_chunk81.wav,346.1605005,0.026332593,0.9995,-252.194046,107.2179184,-9.736455917,12.09257889,-19.03352356,-24.01435089,-36.11933136,-5.116677284,-13.91952324,-19.25937462,-13.92498398,-2.241093397,-14.00135708,0,0,0,1
MP_preprocessed,A10W_chunk82.wav,358.6524052,0.032257426,0.999291667,-392.3409424,102.0585175,9.335548401,-8.29178524,-16.33793449,-11.19263458,-19.56931305,-11.38516808,-4.110657692,-14.63589764,-10.55453873,-16.46312714,-12.30737591,0,1,0,3
MP_preprocessed,A10W_chunk83.wav,345.7170316,0.029384583,0.999479167,-270.3128052,112.4678421,12.73251247,-3.487893581,-47.08476257,-13.94104385,-17.82828331,-4.42845726,-18.25813293,-2.824362278,-12.08035278,-10.77238655,-12.22501564,0,0,0,1
MP_preprocessed,A10W_chunk84.wav,355.5673595,0.027869723,0.999354167,-276.1463928,117.3803101,29.98803329,11.8867836,-23.01066208,-17.98767853,-1.861045003,-4.813737392,-9.519178391,-1.361487269,-15.60349846,0.203757525,-10.08108902,0,0,0,2
MP_preprocessed,A10W_chunk85.wav,340.4105156,0.027839231,0.999395833,-388.4381714,119.7750397,21.30653381,11.26087093,3.828532219,-1.143640041,-18.04404068,-13.61915112,-7.219733715,-10.47281837,-11.57104778,-19.35343933,-8.677116394,0,1,0,3
MP_preprocessed,A10W_chunk86.wav,381.9980452,0.025416631,0.999666667,-204.40271,104.19561,5.936792374,-2.198633194,-18.28158951,-19.91304398,-15.96501446,-3.811778784,-1.34685266,1.813161016,5.131716728,4.218220711,-3.930349112,0,1,0,3
